productID,userId,rating,comment,label
3954355,1521671,5,"Với lối hành văn giản dị, nhẹ nhàng cùng lối trình bày từng câu ngắn như thơ, tác giả dạy ta những điều rất hữu ích trong cuộc sống. Nếu bạn đang buồn, quyển sách này có thể xem như một người bạn thấu hiểu nỗi lòng bạn, giúp bạn chia sẻ nỗi buồn.",pos
174842858,29033634,5,"Hàng giao đến ko bị gì, sách vừa ý mình, kẻ mới bắt đầu sinh tồn nơi công sở",pos
76013378,5438839,5,"Nội dung khá ổn, có những tips tuy đã biết nhưng vận dụng chưa đc linh hoạt. Việc đọc đc gì thông qua dữ liệu có trong tay và làm sao để trực quan hoá chúng một cách có hiệu quả được tác giả dẫn dắt khá dễ hiểu. 
Tiki giao hàng rất nhanh, bất chấp ngày lễ và dịch bệnh.",pos
173763072,6936245,5,"""Một trong những lầm tưởng về hôn nhân là cho rằng kbg cãi nhau hay thảo luận về những vấn đề gây khó chịu đồng nghĩa với việc có một mqh 'tốt đẹp' """,pos
113530805,23275122,5,giao hàng chuẩn ngày,pos
275025208,13713637,5,"Giao hàng nhanh, đóng gói cẩn thận",pos
7718737,28223640,5,"Sách hay, vài ví dụ đưa ra rõ ràng cho một lỗi tư duy cụ thể. Đáng đọc.",pos
105483727,11426631,5,"Giao hàng nhanh, sản phẩm đẹp",pos
7718737,1041009,5,"có đoạn ghi rằng hãy chọn một ""người phá bĩnh"" để nhận được ý kiến trái chiều. Câu tiếp theo dùng từ ""cô ấy""
ko biết bản gốc tác giả viết như vậy hay dịch thuật chọn như vậy nhưng cảm thấy có sự phân biệt giới tính",pos
157240665,196741,5,"sách rất thơm. giấy chất lượng,có mùi của hoài niệm.",pos
46789754,8077752,5,"Sản phẩm đẹp, shop đóng gói rất cẩn thận khi giao hàng.
Tôi rất hài lòng",pos
50414368,5168192,5,Nội dung hay,pos
159004131,11155380,5,"đẹp lắm lun, to nua, nma giao hàng lâu qtr",pos
77539095,20565080,5,Tốt,pos
276388548,7956596,5,Sách hay,pos
35191892,7832655,5,"Mỗi người đều sẽ có một thế giới quan khác nhau vì vậy nhìn 1 vấn đề hay 1 sự vật đều sẽ khác nhau. Sách này mang lại 1 cái nhìn về một thế giới ngập tràn thông tin rộng lớn, giúp bạn có cái nhìn đa chiều. Chúc các bạn có những trải nghiệm thú vị khi đọc quyển sách này",pos
85763211,19921807,5,Ok,pos
273819808,5091658,5,Mua tặng đừng hỏi gì cả,pos
13419678,9769702,5,Nội dung hấp dẫn,pos
105483727,6368493,5,chất lượng,pos
145288029,5359609,5,"Sách đẹp, truyện hay.",pos
52785564,413473,5,"mùa dịch tìm sách về dịch đọc
bao bì cẩn thận, nội dung cuốn",pos
74021317,922710,5,"Được các bạn review chứ em chưa đọc thử. Lịch giao mãi 16/8 mà hnay em đã nhận được rồi. Sách đẹp, bao bọc kỹ",pos
273819808,22155204,5,Giao hàng siêu nhanh,pos
275928713,13432639,5,"giao hàng nhanh, chất lượng sách mới rất tốt",pos
3608623,5657364,5,Nhận sách mà bất ngờ. Sách như kiểu cuốn ẩm nang nhỏ nhỏ xinh xinh í.,pos
74021317,11488980,5,hay,pos
184466860,17976856,5,"Không bị cong, nhăn hay bất cứ thì gì khác",pos
48629535,854106,5,Nội dung e không đề cập vì e chưa đọc đến… cơ mà sách rất đẹp. E có mua cả gói book care… sách lung linh nhé.,pos
52788072,2040750,5,Good,pos
76013378,23587088,5,Gói hàng ở Tiki lúc nào cũng gói hàng đẹp mà hộp đựng còn to hơn cả sản phẩm bên trong. Sách đẹp không bị cong. Cầm chắc tay,pos
52789367,20481198,5,"bia dep, sach hay, giao hang nhanh.",pos
157240665,19060817,5,"cực kỳ xịn, giao hàng nhanh, hộp đựng bị móp nhưng ko ảnh hưởng tới sách bên trong",pos
48629535,7686792,5,"cực kì hài lòng,tiki khong bao giờ làm mình thất vọng",pos
138107485,1957876,5,"Sách hay, sâu sắc, nên đọc!",pos
74021317,15362900,5,Sách rất hay nha,pos
52788072,1362594,5,"mê lắm, highly rcm, nếu rảnh rảnh thì mn nên đọc thử nhé",pos
74021317,87550,5,truyện rất cảm động ạ,pos
275928713,23536857,5,"Sách hay, đáng đọc",pos
74021317,6399048,5,Một tác phẩm hay và nhiều ý nghĩa về cuộc sống. Tuy có hơi buồn và tiếc nuối,pos
77774625,22499986,5,"Rất hay, sách đóng gói kĩ nên mua",pos
85763211,28213054,5,"Bìa và giấy sách đẹp, nội dung khá hay, tiki giao hàng siêu nhanh ạ.",pos
76013378,10516307,5,"Giấy in đẹp, nội dung hay",pos
78598381,27592027,5,"Khá ưng, có bọc ngoài cẩn thận",pos
10005245,29081419,5,"Tiki giao hàng nhanh, vừa ngủ dậy là nhận được hàng rồi 😍, đóng gói cẩn thận mình rất ưng, nội dung thì không phải bàn rất bổ ích, sẽ ủng hộ thêm ❤️",pos
187827003,15346712,5,Hay,pos
87226756,20314091,5,"Giao hàng nhanh, đóng gói cẩn thận lắm ạ.",pos
3954355,18878416,5,"Nội dung hay đọc xong cảm thấy trong lòng êm dịu hơn,dễ hiểu dễ khắc sâu tâm trí từng bài học, những hình ảnh mang nhiều ý nghĩa khác nhau làm cho ta cảm thấy thoải mái bình yên khi chăm chú ngắm mỗi bức ảnh ý nghĩa trong trang sách.Một quyển sách rất tuyệt! Nên đọc 1 lần trong đời.",pos
74021317,155017,5,Rất hay,pos
50414368,12914818,5,"Tiêu để nghe đã thấy hấp dẫn, muốn mua quyển này từ lâu na giảm 50% mới mua được",pos
74021317,16764405,5,"Sách nhìn xinh xĩu, chưa đọc nên minhg chưa nhận xét được về nội dung, phần góc sách có bị lõm vào chút nhưng mà cũng không sao. Mà giao hàng nhanh xĩu luôn",pos
168283405,5376620,5,Sách hay,pos
168283405,26634271,5,"Sách rất hay , chất lượng tốt , các bạn nên đọc, đặc biệt là dân tài chính thì đây là cuốn sách không thể bỏ qua",pos
35191892,16864048,5,"trái vs nhận xét của những bạn từng mua, sách mình khá mới. nhưng thiết nghĩ là tiki nên giảm giá hơn cho những sách cũ và báo trc để mn cân nhắc, là mình mình vẫn mua vì những cuốn đó vẫn là tri thức mà vứt bỏ đi thì rất phí. sẽ mua tiếp 2 quyển trong series của nhà văn thiên tài này",pos
271380890,10131584,5,Lối viết đơn giản dễ hiểu.,pos
275928713,19046299,5,Giúp ích cho các Mẹ bỉm sữa,pos
72308265,9762380,5,Sản phẩm giao nhanh và đẹp ạ,pos
273819808,13536119,5,sách hay rất đáng bỏ thời gian và tiền bạc,pos
42459036,5345208,5,Rất bổ ích cho các bậc phụ huynh,pos
136340700,16493140,5,"Đặt sau 1 tiếng có hàng r, quá nhanh quá yêu, sẽ đánh giá nội dug sau",pos
54614797,10456907,5,"Bìa đẹp, giao hàng siêu nhanh, đóng gói cẩn thận",pos
113530805,18051370,5,sách viết về các trải nghiệm của tác giả. 1 cuốn sách các bạn trẻ nên đọc,pos
8886007,16290383,5,"Ngay sau khi đọc xong Người đua diều, mk đã muốn mua thêm cuốn sách này. Nhìn bề ngoài thì không có gì để chê cả.",pos
104741661,22002588,5,"ui, sách nhỏ nhỏ dễ thw lắm😚😙",pos
78598381,17196678,5,Mình chưa đọc nhưng cuốn này được đóng gói cẩn thận nha,pos
114937969,12584358,5,"Nội dung hấp dẫn, sách bìa đẹp đóng gói chắc chắc chắn giá cả phải chăng sản phẩm tuyệt vời",pos
54614797,5334790,5,"Tiêu đề hay, mình chưa đọc nên chưa review được",pos
52584834,21500023,5,"Sách hay hợp lí 
Đóng gói kỹ giao hàng nhanh 
Hình ảnh mag tính chất minh hoạ",pos
3608623,27452991,5,không còn gì nói ngoài ( tuyệt vời),pos
139979522,14904110,5,Sách hữu ích,pos
74021317,20667402,5,hay,pos
52788072,24841933,5,Good!,pos
159004131,20238136,5,Quyển sách to đùng nhìn đã ghia hehe,pos
113530805,28774792,5,"sách nhìn mới cứng cáp, mùi thơm nhưng đóng gói hơi sơ xài hộp bên ngoài móp hết nhưng k ảnh hưởng đến sách",neg
93249197,7664088,5,Good,pos
157240665,10268144,5,đẹp cute,pos
3304875,22436349,5,"tốt, ko móp, rách, sac",pos
3608623,1498992,5,"sách gọn, dễ mang theo. Giấy đẹp. Nội dung hấp dẫn.",pos
3953475,21258924,5,"Sách hay, hữu ích cho những bậc làm cha mẹ để không bỡ ngỡ với những biểu hiện của bé yêu.",pos
126743464,1600588,5,"Sách khổ chữ to, giấy đẹp. Nội dung hay. Sách nói về những kế hoạch do chúng ta tạo ra trước khi chào đời , có những biến cố hay bệnh tật đều do chúng ta mong muốn trải nghiệm để học hỏi và phát triển về mặt tâm linh..Giúp người đọc tránh khỏi tâm lý nạn nhân, hay cho là nghiệp quả, sự trừng phạt. Mở ra cho người đọc những góc nhìn tích cực về những khó khăn, nỗi đau trong cuộc sống như một cơ hội để phát triển. Khuyên mọi người nên mua về đọc.",pos
78598381,12338021,5,"Sách đẹp, nội dung bổ ích, giao hàng nhanh !!",pos
181699664,20267210,5,"sách bọc kĩ, giao hàng nhanh chóng",pos
52789367,1870362,5,"Mình mua tặng em trai, hàng order hôm qua mà hôm nay đã về tới Thái Bình, cu cậu thích mê luôn",pos
54614797,14498156,5,"chuyện  rất  cảm  động và có ý nghĩa  nhân văn, mọi  người  ai  thích  đọc  sách  thì  lên mua.",pos
53720978,6792164,5,Cuốn sách tuyệt vời lắm! Rất êm đềm,pos
148802194,1827045,5,"Sách đẹp, gói cẩn thận lắm nha",pos
3608623,904327,5,Sách hay,pos
53720978,5573218,5,sách rất hay,pos
8886007,22139825,5,"Bạn mình đề xuất mình nên đọc cuốn này cho thêm chút nữ tính và mộng mơ. Nhưng nội dung cuốn sách lại làm mình thêm cố gắng và kiên định. Nhà xuất bản mình yêu thích, tiki giao hàng tốt.",pos
78598381,22663696,5,Nice,pos
74021317,18098281,5,"Phải nói là sách cực kì hay,  chất liệu giấy dày đẹp, nội dung rất cuốn hút, đóng gói rất cẩn thận, shipper thân thiện, giao hàng nhanh.",pos
74021317,6701498,5,"Đã đọc xong sách, với người mới bắt đầu tập đọc sách như mình thì quyển này khá ok để bắt đầu không ngán. Mấy đoạn đầu đọc hơi chán tí mà bắt đầu vô đoạn giữa với đoạn cuối thì thấy dễ thương, đoạn cuối thì giật mình và xúc động. Cũng k biết diễn tả như thế nào nữa",pos
85763211,18144653,5,Sách đẹp lắm ạ nên mua nha mng,pos
85763211,10694545,5,sách rất đẹp và vận chuyển rất nhanh nha,pos
19349145,21250889,5,"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả.",pos
271380890,20541214,5,sách hay,pos
74021317,22854829,5,"very good job tiki :3
vừa đặt hôm qua nay đã giao r, mà sách rất sạch đẹp, vuông vắn ko bị xước hay gì cả, lần này ưng cái bụng, nội dung sahcs thì ko cần bàn, ai cũng nên đọc 1 lần",pos
187827003,603691,5,"Có lẽ mình đọc tiếng Anh tốt nên khi dịch giả dùng từ ngữ cao siêu, mình thấy ong cả đầu. Có những từ không nhất thiết phải sử dụng từ Hán Việt mà dịch giả hoàn toàn có thể sử dụng ngôn ngữ hiện đại để tiếp cận lượng khán giả trẻ trung và đông đảo hơn. Dù sao, mình biết rằng công việc của một dịch giả không hề dễ dàng và mình tôn trọng thành quả cũng như phong cách của dịch giả.",pos
126743464,636210,5,"sách đẹp. bìa in chữ nổi. khổ to và dày
nội dung cuốn sách thì sẽ đọc hôm nay
nhưng có vẻ rất hấp dẫn.",pos
276388548,26356001,5,"Sách bao bọc kĩ không móm méo, nội dung thì quá hay",pos
42459036,18162355,5,nên đọc nhé mm,pos
74021317,20033413,5,hay,pos
52788072,11686502,5,sách đẹp không bị lỗi gì cả. Đặc biệt là giao sớm hơn cả dự kiến. Rất ưng ý luôn ạ!,pos
3608623,7611539,5,Giao hàng nhanh,pos
74021317,26726455,5,sách siêu đẹp luôn,pos
173882437,18853642,5,Bìa đẹp đóng gói chắc chắn,pos
53532186,11516403,5,"Sách in trên giấy rất tốt, bìa tốt, từ ngữ dịch rất gần gủi, dể hiểu, dể đọc.",pos
252456572,148229,5,"Sách nội dung ngắn gọn, xúc tích dễ hiểu. _x000D_
Hình minh hoạ rõ sắc nét. _x000D_
Tiki giao hàng nhanh, đóng gói chắc chắn. 10 điểm",pos
3954355,18057041,5,"Mong sao giữa những bộn bề cuộc sống, ta tìm lại chính mình. Nơi đấy 2 cn người tưởng chừng xa lạ mà thân quen từ lâu, nơi 2 trái tym với 2 dòng xúc nhưng lại cùng chung một nhịp đập. Mong bạn một cuộc đời bình an",pos
74021317,26368737,5,ý nghĩa,pos
5067169,5094181,5,"Giao hàng nhanh cực!! 😚😚

Sách hơi bụi xíu nhưng mà không sao. Nội dung đọc thú vị, mới mẻ, học hỏi thêm được nhiều điều mới.",pos
3954355,12071795,5,"Giao hàng nhanh lắm luôn 
Ưng lắm
Chắc chắn quay lại nhiều lần",pos
73878873,21122888,5,"Hình thức đẹp có bookmark , giá cx rẻ nữa , mình thấy nhiều bạn bảo bị giao nhầm với cả sách có vấn đề nhưng may quá mk k bị",pos
271380890,15300538,5,tuyệt lắmmm,pos
72308265,5130055,5,"sách mới, đóng gói kỹ càng",pos
10005245,16963394,5,Mình vừa mua xong chưa kịp đọc. Nhìn cảm quan bên ngoài khá ưa nhìn,pos
273819808,525754,5,"Tiki giao hàng nhanh dã man, hôm qua đặt trưa nay đã có, cuốn sách thú vị về tiền bạc, nên đọc!",pos
145977548,10358709,5,"Sách đẹp, chất lượng",pos
168283405,7214085,5,Mua ngay và luôn nhé. Tiếp tục đặt các phần còn lại vì sách quá hay. Cám ơn Tiki.,pos
52788072,12548,5,Đẹp,pos
73125816,614890,5,"Hữu ích, sách rất đáng để đọc khi bắt đầu Digital",pos
53720978,8583483,5,"Giao hàng nhanh. Sách có những nội dung phù hợp, dễ hiểu",pos
108715084,16972119,5,Đáng tò mò,pos
189643105,15352353,5,chất lượng tốt,pos
49910019,1112965,5,Sách tiki giao mới nguyên đẹp và nội dung sách rất hữu ích với những ai lần đàu làm mẹ như mình. Cảm ơn tiki,pos
52788072,15811148,5,giao nhanh ạ,pos
74021317,21308587,5,"sách đẹp, được bọc cẩn thận, kĩ càng nha",pos
74021317,22602601,5,bìa sách rất đẹp mà sách cũng hay nha mn nên mua lắm,pos
274363543,458179,5,"Mình đọc được vài chương đầu trên ebook và thấy muốn mua bản sách giấy để nghiền dần =]]. Lâu rồi không đặt sách trên Tiki, quay lại thấy giá tốt nên chốt đơn luôn. Thấy tiki bây giờ đóng sách cẩn thận hơn hồi trước, về tới tay sách vẫn nguyên vẹn. Không có gì để phàn nàn =]]",pos
145288029,14958424,5,"Nhận sách đóng gói ok nè mà chưa có đọc, phần đánh giá này là cho đóng gói và vận chuyện chứ phải liên quan nội dung sách nha.",pos
73125816,13552782,5,"Chương 4, 5 của cuốn sách sẽ rất hữu ích cho các marketer bởi nó điểm lại những mảng kiến thức marketing quan trọng mà chúng ta cần nắm được._x000D_
_x000D_
Tuy nhiên, vì là cuốn sách trình bày kiến thức tổng quan nên chưa thực sự sâu, sẽ không phù hợp với những người đã làm lâu trong ngành. Nếu muốn thành thạo các công cụ digital marketing, chúng ta cần thực chiến, cần chạy nhiều thì mới có được những kinh nghiệm xương máu.",pos
275928713,27686828,5,Ok,pos
77774625,1163794,5,"Sách hay, đẹp, dày,bookcare ok",pos
90056907,10056802,5,Amazing good job sách.,pos
187827003,15490316,5,Nội dung sách rất hấp dẫn và bổ ích,pos
145288029,6495884,5,"Sách hơi cũ tí nhưng được cái là shop giao hàng khá nhanh, đặt hôm trước hôm sau đã có. Cảm ơn shop rất nhiều!",pos
157240665,25029892,5,"Sách màu hồng xinh quá chừng luôn. Tiki giao hàng nhanh chóng, đóng gói cẩn thận. Rất thích luôn ,😍😍😍.",pos
77774625,26100850,5,"sách đóng gói cẩn thận,shipper thân thiện và giao hàng nhanh",pos
3608623,29192405,5,Đóng gói cẩn thận. Sách in rõ ràng.,pos
136340700,25438817,5,rất hay,pos
184466860,12473426,5,"tình cờ mình đọc được sách ở 1 quán cf trên đl hôm thứ 7, vào đây đặt mua liền thì hôm thứ 2 đã có sách về.",pos
3608623,13668813,5,Cảm ơn tiki giao hành rất nhanh,pos
52789367,18265440,5,Tiki giao hàng siêu nhanh đặt hôm trước hôm sau đã giao hàng rồi. Mình còn gặp được anh shipper dth. Mùi sách thơm và giấy màu vàng.,pos
153518828,8302013,5,❤️16-02,pos
163703151,24472863,5,"Nhỏ hơn mình tưởng tượng, nhma đọc hay lắm ạ...",pos
189643105,21166201,5,"Giao hàng nhanh
Sách hay",pos
85763211,25580007,5,hài long,pos
105483727,12717090,5,"Sách in rõ, bìa đẹp, giao hành siêu nhanh",pos
145977548,27723909,5,Sách rất hay và ý nghĩa,pos
157240665,17317890,5,"sách đẹp lắm mng ơi, cứ mua sách thì chỉ qua tiki hoy chứ hong đi đou hết á",pos
53532186,8592535,5,Good,pos
74021317,8133498,5,"Chuyện hay với cảm động lắm, mình thích hình ảnh cây cam ngọt mà tác giả sử dụng trong truyện và mình nghĩ là mỗi đứa trẻ trước khi trưởng thành thì trong chúng đều từng có một người bạn là cây cam ngọt. Tình bạn giữa Zezé và ông Bồ thật đáng trân trọng và hơn hết là nó dạy cho mình nhiều điều, hơn hết là sự tử tế trong cuộc sống 👍",pos
145288029,7550551,5,"Sách có vài vết bẩn chỗ gáy sách, góc cuối bìa bị gập. Nhưng thôi cũng cho là tạm ổn",pos
192475873,14341573,5,Chất lượng rất tốt ạ,pos
54614797,6072004,5,sp giống hình,pos
87226756,6492212,5,"Về Giao hàng: Giao hàng nhanh
Về đóng gói: Tiki luôn tuyệt vời, gói đẹp
Về chất lượng sách: Tuyệt vời ông mặt trời
Về nội dung sách: toàn những tác phẩm bán chạy toàn cầu thì chất lượng không phải bàn.
Về giá cả: rẻ không tưởng

Xin cảm ơn TIKI ❤️❤️❤️",pos
52789367,11133639,5,Sách tốt đảm bảo chất lượng,pos
103379147,20435890,5,Sách giao nhanh hơn dự đoán rất nhiều =)),pos
75813201,19592119,5,"Sách mới, giấy in tốt, mực in rõ",pos
273355903,1787009,5,Sách ok. Đẹp. Nhưng nội dung chưa hấp dẫn lắm,pos
52584834,26825352,5,Sách cơ bản về tư duy nên đọc,pos
189643105,25777363,5,Tốt,pos
74021317,11727214,5,"Mình mua cho bạn, chưa đọc, chưa biết nội dung ra sao. nhưng nghe review thấy nhiều bạn bảo hay. Tiki thì giao nhanh, sách đẹp k lỗi",pos
74021317,16807124,5,"giao hàng đầy đủ, sách màu siêu đẹp, tuy nhiên không có bookmark >>",pos
273819808,26300142,5,"mình chưa đọc nma thật sự mình thấy nó rất rất đáng tiền luôn mn ạ. đây là lần đầu mình mua hàng ở tiki và cực kì cực kì ấn tượng với cách phục vụ khách hàng luôn á mn. mình săn sale và dùng cả mã giảm giá cho ng mới nên chỉ có 84k thôi mà đc cả 2 quyển dày cộp luôn. thật sự mình ko nghĩ nó sẽ chất lượng như thế luôn á vì cái quyển mình đc tặng giá gốc của nó là 169k bán rẻ nhất cg phải hơn 100k mà mình mua có 1 quyển mà đc tặng thêm 1 quyển ntn là quá chất lượng luôn. mình còn là hsinh nên lúc chị shipper gọi là mình đang đi học ko nghe máy đc, lúc mình về r gọi cho chị, chị bảo 13h30 tới và đấy cg là h mình phải đi học luôn. mình cứ tưởng chị ý nói thế thì chắc phải hơn 13h30 mới giao nma ko :333 chị ý đúng 13h20 gọi cho mình mà chị ý còn phải ra đứng ở dưới chung cư đợi mình và đã lấy luôn hàng ra rồi xong lại còn cầm đợi mình để đưa nhanh cho mình vì trg đt mình nói mình phải đi học. thật sự là iu chị shipper gấc nhìu lun uwu",pos
270114030,1015349,5,"Tốt, đáng mua đáng đọc mọi ngừoi mua đọc để biết hơn về tiền nhé _x000D_
Ảnh mang tính chất minh hoạ",pos
104741661,1750216,5,"Đóng gói cẩn thận, sách đẹp. Giao hàng nhanh,  đặt ngày hôm qua hôm nay đã nhận được hàng.",pos
194960730,16695306,5,"Không chơi cái này thì chơi cái khác thôi, chơi sách cho lành",pos
159004131,10962186,5,"Sale còn 142k nên hốt luôn :3 Tiki giao nhanh, không móp chút nào :4",pos
53532186,2202774,5,Sản phẩm ok,pos
102629318,12318229,5,Sách hay. Các bạn trẻ nên đọc để trở thành 1 phiên bản hoàn hảo nhất,pos
74021317,20014838,5,Mình cảm thấy vô cùng hài lòng với sản phẩm cùng chất lượng và dịch vụ siêu đỉnh chưa kể đến sách quá hay luôn nó đem đến cho mình bao cảm xúc khó tả có lúc vui có lúc buồn nhưng chủ yếu xuyên suốt câu chuyện là cảm giác buồn khó tả và mình cảm thấy không quá chút nào khi cuốn sách được đưa vào chương trình tiểu học ở Brazil. Gấp cuốn sách lại lòng mình trĩu nặng cảm xúc và nỗi trầm tư đọng lại trong tâm trí.,pos
153518828,7708968,5,sách đẹp,pos
115266692,17693748,5,Sách rất đẹp,pos
143185998,938677,5,"Sách dày xỉu, mới cứng, nguyên vẹn, có hướng dẫn rất nhiều món ăn BLW, nhiều hình ảnh minh họa",pos
176909221,26816146,5,"không bị móp méo, đóng gói kĩ",pos
52329763,21269640,5,"Nhận hàng tỉ là nhanh, chưa đọc nên chưa biết nội dung.
Đọc xong k hiểu và k ngấm nổi , chắc k hợp với thể loại và tác giả này:)))",neg
50414368,8056684,5,"Giá rẻ, ship nhanh. Rất hài lòng",pos
74021317,6356593,5,Rất tin tưởng sách của Nhã Nam.,pos
87226756,18465551,5,Mua sách tặng bạn sinh nhật ko biết nó đọc xong có cảm nghĩ như nào,pos
7718737,7762240,5,"Nội dung rõ, dễ hiểu, nhiều dẫn chứng minh hoạ, vấn đề đc bàn trên nhiều góc nhìn, giải quyết nhiều câu hỏi thời đại.HSg văn nên mu lây dẫn chứng vs có góc nhìn sâu hơn về cs",pos
74021317,27870445,5,Rất hiệu quả sách đẹp tuyệt vời nên mua nha,pos
145288029,22087512,5,Ok,pos
52329763,21083106,5,Good,pos
74021317,6934383,5,"Tác phẩm quá nổi tiếng rồi. Đôi khi: 1 sự kiện, 1 con người ta gặp trong đời sẽ cứu rỗi, thay đổi cuộc đời ta",pos
103379147,19574550,5,Cực kỳ hài lòng,pos
74021317,8836187,5,"Nội dung cảm động, chất lượng sách ổn",pos
162205263,16215928,5,"giao hàng nhanh, sách ko bị trầy",pos
8886007,208777,5,"Xúc động và trần trụi. Đọc xong cuốn này thì mình cũng vô tình đọc được một bài báo trên zing về cuộc sống của phụ nữ tại Afghanistan từ khi Taliban lên nắm quyền trở lại, lúc đó mới thấy những chuyện trong sách đc miêu tả thực tế đến chừng nào.",pos
13419678,27349070,5,Ocee,pos
54614797,26943306,5,"""Năm tháng vẫn mãi trôi, thời gian không trở lại.
Bạn chẳng bận rộn như bạn nghĩ, năm tháng cũng không dài như bạn tưởng.
Rồi mội ngày, bố mẹ bạn sẽ già đi""",pos
76013378,259870,5,"Sách hay, phù hợp nhu cầu đối với DA, BI, BA
đóng gói đẹp, nội dung trực quan có màu và dễ hiểu",pos
74021317,16795544,5,Bìa sách đẹp chất lượng tốt,pos
13419678,24304082,5,"Một cuóin sách kinh điển nữa về đề tài diệt chủng Do Thái. Một cuốn sách được ví von như thần dược để nâng đỡ tinh thần con người khi đối mặt với cảm giác tuyệt vọng vì mất đi tất cả. 

Ý nghĩa của cuộc sống có thể tìm thấy trong mọi khoảnh khắc; cuộc sống không bao giờ mất hết ý nghĩa, ngay cả khi phải chịu đau đớn và cái chết.",pos
170708233,5956374,5,Hay,pos
